Transaction ID,Customer ID,Customer Name,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_3970918,CUST_14,Ricky Delgado,Fod,Item_0_MISC,6.73,,133.65,Credit Card,Instore,02/05/2024,TRUE
TXN_5534852,CUST_24,Chad Larson,Beverages,Item_16_BEV,19.57,5,97.85,Digital Wlt,Instore,30/10/2023,FALSE
TXN_2527267,CUST_18,Andrew Harris,Furniture,,,10,66.53,Credit Card,Online,25/10/2023,
TXN_2212414,CUST_10,Tracy Vasquez,Butchers,Item_13_BUT,7.68,3,23.04,CreditCard,Online,07/04/2025,FALSE
TXN_1348489,CUST_03,Matthew Allen,Beverages,Item_16_BEV,13.39,7,152.68,CreditCard,In-store,12/05/2024,TRUE
TXN_5359573,CUST_12,Kelly Jimenez,Fod,Item_0_MISC,14.96,4,59.84,Credit Card,Instore,16/12/2025,
TXN_4232362,CUST_06,Tiffany Porter,Patissrie,Item_0_MISC,12.3,5,90.63,Digital Wlt,Online,03/04/2025,
TXN_1601025,CUST_29,Jerry Baird,Food,Item_6_FOOD,11.68,9,105.12,Digital Wlt,Instore,27/10/2025,
TXN_1949853,CUST_26,Jack Martinez,Patissrie,Item_0_MISC,27.93,2,55.86,Cash,Instore,12/04/2023,TRUE
TXN_6314527,CUST_31,Joshua Benitez,Milk Products,Item_17_MILK,7.5,3,22.5,Credit Card,Online,23/05/2024,TRUE
TXN_7041327,CUST_18,Stephen Sanford,Fod,,8.88,5,250.18,Credit Card,Instore,19/07/2025,FALSE
TXN_3445168,CUST_46,Anthony Dominguez,Milk Products,Item_18_MILK,27.47,9,16.5,Cash,Online,31/03/2023,
TXN_7684957,CUST_18,Heather Hunt,Butchers,Item_12_BUT,20.94,6,125.64,Digital Wallet,In-store,02/10/2025,TRUE
TXN_3982887,CUST_18,Amber Hayes,Milk Products,Item_18_MILK,27.25,,241.45,Digital Wallet,Onlinee,13/02/2024,FALSE
TXN_9669897,CUST_15,Eric Lynch,Furniture,Item_16_FUR,29.77,7,208.39,Digital Wlt,Instore,14/05/2025,
TXN_9997895,CUST_47,Trevor Smith Jr.,Bevarages,Item_0_MISC,26.12,9,235.08,CreditCard,Online,07/12/2025,
TXN_6603258,CUST_11,Mr. Anthony Jones Jr.,Bevarages,Item_0_MISC,27.53,6,165.18,Cash,Online,01/08/2024,TRUE
TXN_5377348,CUST_38,Stephanie Griffin,Bevarages,Item_0_MISC,18.77,7,9.42,Credit Card,In-store,04/04/2023,
TXN_4968174,CUST_19,Leah Skinner,Fod,Item_0_MISC,9.92,8,79.36,CreditCard,Online,02/05/2025,
TXN_1187625,CUST_23,Kathleen Boone,Patisserie,Item_10_PAT,9.92,8,79.36,CreditCard,Instore,05/08/2025,FALSE
TXN_2179113,CUST_14,Stephen Gutierrez,Patisserie,Item_10_PAT,34.95,6,209.7,Digital Wlt,Online,09/06/2024,FALSE
TXN_4891896,CUST_41,Stephen Lee,Patisserie,Item_11_PAT,31.47,1,31.47,Digital Wlt,Instore,02/02/2025,
TXN_8575089,CUST_38,Scott Henderson,MilkPrdcts,,21.32,10,213.2,Digital Wallet,Onlinee,04/08/2023,TRUE
TXN_6674083,CUST_02,Anthony Branch,Milk Products,Item_17_MILK,16.75,10,167.5,Digital Wallet,Instore,16/01/2026,FALSE
TXN_3520922,CUST_29,Kyle Warner,Patissrie,Item_0_MISC,,8,42.44,Digital Wallet,Instore,07/02/2025,TRUE
TXN_3601134,CUST_01,Melissa Jennings,Butchers,Item_13_BUT,8.6,10,86,Credit Card,Onlinee,10/05/2023,
TXN_6187346,CUST_01,Melanie Shah,MilkPrdcts,Item_0_MISC,,,238.13,Digital Wallet,In-store,03/05/2023,
TXN_9904275,CUST_01,Gerald Shelton,Butchers,Item_13_BUT,8.39,10,83.9,CreditCard,Onlinee,22/02/2025,TRUE
TXN_5312430,CUST_48,David Richardson,MilkPrdcts,Item_0_MISC,15.02,9,135.18,CreditCard,Instore,05/01/2024,FALSE
TXN_9323318,CUST_34,John Miller,Bevarages,,27.48,1,27.48,Digital Wallet,Online,12/03/2024,FALSE
TXN_8174938,CUST_11,Joshua Ferrell,Milk Products,Item_17_MILK,13.41,4,147.95,Digital Wlt,Onlinee,10/10/2025,TRUE
TXN_7448547,CUST_46,Allison Smith,Bevarages,Item_0_MISC,7.11,4,28.44,Digital Wallet,Online,02/01/2024,
TXN_3776529,CUST_25,Justin Mejia,Furniture,Item_16_FUR,25.57,1,25.57,Credit Card,In-store,06/08/2024,TRUE
TXN_8327056,CUST_38,Matthew Smith,Beverages,Item_15_BEV,12.35,6,74.1,Credit Card,Instore,08/04/2024,FALSE
TXN_3109068,CUST_07,Terry Henderson,MilkPrdcts,Item_0_MISC,27.14,8,217.12,Digital Wallet,In-store,20/05/2024,TRUE
TXN_8364680,CUST_16,Melissa Friedman,Furniture,Item_16_FUR,21.87,2,43.74,Digital Wallet,Onlinee,28/11/2025,FALSE
TXN_2970502,CUST_17,Suzanne Gibson,Food,Item_2_FOOD,32,1,32,Digital Wallet,Instore,19/12/2025,TRUE
TXN_5315939,CUST_09,Lee Wong,Butchers,Item_13_BUT,33.16,2,66.32,Cash,Online,07/06/2024,TRUE
TXN_5100303,CUST_14,Justin Walker,Furniture,Item_16_FUR,28.03,10,290.6,Digital Wallet,Online,20/09/2024,
TXN_7081877,CUST_02,Christopher Arnold,MilkPrdcts,Item_0_MISC,17.76,2,35.52,CreditCard,Onlinee,28/01/2024,
TXN_1315810,CUST_04,Michael Armstrong,Furniture,Item_17_FUR,31.98,2,63.96,Cash,Instore,09/09/2024,FALSE
TXN_7719831,CUST_24,Paul Gonzalez,Bevarages,Item_0_MISC,13.47,4,53.88,Cash,Online,12/04/2025,TRUE
TXN_7984344,CUST_07,Kyle Aguirre,Food,Item_6_FOOD,14.76,3,44.28,CreditCard,Instore,10/05/2023,
TXN_2743753,CUST_03,James White MD,Patissrie,Item_0_MISC,13.61,2,27.22,CreditCard,Online,16/05/2025,
TXN_6203016,CUST_26,Brandon Martinez,Patissrie,Item_0_MISC,16.8,9,151.2,CreditCard,Instore,02/11/2023,FALSE
TXN_1326141,CUST_48,Margaret Weber,Furniture,Item_16_FUR,20.09,1,20.09,CreditCard,Instore,02/10/2025,FALSE
TXN_7662473,CUST_34,Nathaniel York,Bevarages,Item_0_MISC,28.46,4,113.84,Cash,Instore,18/12/2025,FALSE
TXN_6518291,CUST_45,Richard Bennett,MilkPrdcts,Item_0_MISC,17.86,7,125.02,Digital Wallet,Onlinee,12/05/2024,TRUE
TXN_9657024,CUST_25,Jessica Stokes,MilkPrdcts,Item_0_MISC,11.08,8,88.64,Cash,Onlinee,21/12/2024,
TXN_9992149,CUST_24,Andres Long,Beverages,Item_15_BEV,23.15,1,23.15,Credit Card,In-store,03/09/2023,TRUE
TXN_5782544,CUST_36,Jeffrey Cabrera,Beverages,,21.5,10,168.06,Digital Wlt,Onlinee,04/06/2025,
TXN_5092431,CUST_37,Judy Miller,Bevarages,Item_0_MISC,20.35,9,183.15,Digital Wlt,Instore,18/05/2024,FALSE
TXN_9025035,CUST_11,Lisa Buck,Milk Products,Item_18_MILK,25.25,9,227.25,Digital Wlt,Instore,25/08/2023,TRUE
TXN_4855930,CUST_18,Andrew Brown,Furniture,Item_16_FUR,34.99,6,209.94,Digital Wlt,Onlinee,18/02/2025,
TXN_8442487,CUST_05,Janet Hernandez,Fod,Item_0_MISC,13.55,10,135.5,CreditCard,In-store,02/01/2026,
TXN_2206012,CUST_33,Rachel Beck,Food,Item_1_FOOD,27.61,10,40.1,Credit Card,In-store,22/05/2023,
TXN_3095677,CUST_37,Keith Jones,Furniture,Item_17_FUR,18.54,10,185.4,Cash,Onlinee,31/01/2024,
TXN_3171883,CUST_34,Charles Gutierrez,Fod,Item_0_MISC,10.38,9,93.42,Digital Wallet,Instore,11/06/2023,
TXN_5555038,CUST_01,Brittany Holloway,Food,Item_2_FOOD,14.13,2,28.26,Digital Wallet,In-store,02/04/2025,FALSE
TXN_1066546,CUST_33,Charles Henderson,Fod,Item_0_MISC,29.69,5,148.45,Digital Wallet,Online,30/01/2025,FALSE
TXN_5762696,CUST_25,Colleen Williams,Furniture,Item_17_FUR,24.91,4,99.64,CreditCard,Onlinee,14/01/2025,FALSE
TXN_7132555,CUST_35,Tyler Diaz,Patisserie,Item_10_PAT,16.05,7,152.93,CreditCard,Instore,08/06/2024,TRUE
TXN_2096892,CUST_47,Alisha Evans,Bevarages,Item_0_MISC,24.3,,204.67,Cash,In-store,14/06/2023,FALSE
TXN_6549737,CUST_04,Kevin Monroe,Bevarages,Item_0_MISC,25.25,9,63.66,Digital Wlt,Instore,27/05/2023,FALSE
TXN_1893983,CUST_21,Michael Flynn,Milk Products,Item_18_MILK,17.94,5,89.7,Cash,Instore,23/08/2023,FALSE
TXN_2857835,CUST_38,Mark Allen,Beverages,Item_15_BEV,27.94,5,139.7,Cash,Online,09/02/2025,FALSE
TXN_6176664,CUST_15,Patrick Hernandez,Patissrie,Item_0_MISC,15.24,1,15.24,Credit Card,Online,01/08/2023,TRUE
TXN_6876767,CUST_40,Cynthia Reyes,Bevarages,Item_0_MISC,15.83,3,190.93,Digital Wlt,Online,10/07/2023,TRUE
TXN_6007292,CUST_31,Michael Michael,Bevarages,Item_0_MISC,33.92,4,135.68,Digital Wallet,Online,04/04/2023,
TXN_6968661,CUST_20,Jose Knight,Butchers,Item_13_BUT,26.01,4,104.04,CreditCard,Onlinee,14/04/2025,FALSE
TXN_8164787,CUST_41,Kimberly Lee,Butchers,Item_13_BUT,25.75,4,103,CreditCard,Instore,23/08/2025,TRUE
TXN_3872770,CUST_21,Douglas Robinson,Fod,Item_0_MISC,11.37,9,102.33,CreditCard,Onlinee,25/07/2024,FALSE
TXN_4452536,CUST_36,Matthew Marquez,Fod,Item_0_MISC,29.35,,243.89,CreditCard,Instore,19/09/2025,TRUE
TXN_6028741,CUST_29,Ashley Simon,Beverages,Item_16_BEV,16.79,9,151.11,Credit Card,Instore,20/02/2025,TRUE
TXN_8707009,CUST_44,Timothy Mccarthy,Fod,Item_0_MISC,25.06,6,150.36,Digital Wallet,Instore,16/03/2026,FALSE
TXN_2246588,CUST_24,Joshua Hampton,Milk Products,Item_18_MILK,26.74,5,133.7,Cash,Onlinee,06/01/2024,
TXN_2550717,CUST_48,Katherine Giles,Furniture,Item_17_FUR,25.42,4,101.68,CreditCard,Instore,19/10/2024,FALSE
TXN_1430081,CUST_48,Stephanie Johnson,Patissrie,Item_0_MISC,11.27,5,56.35,Digital Wallet,Instore,24/03/2024,TRUE
TXN_7332804,CUST_46,Heidi Vaughn,Food,,13.97,5,69.85,Cash,In-store,18/09/2023,TRUE
TXN_1063832,CUST_12,Charles Ramirez,Butchers,Item_12_BUT,13.62,10,136.2,Credit Card,Onlinee,01/12/2023,FALSE
TXN_5902531,CUST_09,Joel Sutton,MilkPrdcts,Item_0_MISC,30.78,10,307.8,Cash,Instore,27/09/2024,FALSE
TXN_1989328,CUST_44,Steven Hill,Bevarages,Item_0_MISC,26.14,2,52.28,Credit Card,In-store,25/10/2023,FALSE
TXN_3365600,CUST_17,Cory Lewis,MilkPrdcts,Item_0_MISC,6.31,5,31.55,CreditCard,Onlinee,07/10/2024,
TXN_8579034,CUST_15,Richard Johnson,Furniture,Item_16_FUR,20.1,8,71,Digital Wlt,Online,15/11/2025,
TXN_8144378,CUST_18,Brandon Simmons,Food,Item_1_FOOD,,8,281.76,Credit Card,In-store,14/08/2024,FALSE
TXN_2448768,CUST_07,Michelle Robertson,Patisserie,Item_11_PAT,26.34,10,128.23,Credit Card,In-store,26/07/2023,
TXN_6773096,CUST_18,Mandy Gordon,Milk Products,Item_18_MILK,6.49,5,298.15,Digital Wlt,Online,22/06/2024,
TXN_5137068,CUST_24,Brandi Williams,Patissrie,Item_0_MISC,25.78,10,257.8,Digital Wlt,In-store,27/12/2025,FALSE
TXN_2374032,CUST_14,Danielle Schwartz,Furniture,Item_16_FUR,31.65,1,31.65,CreditCard,Instore,09/03/2025,TRUE
TXN_6032676,CUST_46,Kyle Watkins,MilkPrdcts,Item_0_MISC,15.82,1,33.29,Credit Card,Online,23/03/2024,
TXN_6811487,CUST_07,Brian Harrison,Bevarages,Item_0_MISC,5.77,5,28.85,Digital Wallet,Onlinee,14/09/2024,TRUE
TXN_4355858,CUST_34,Jeremy Wu,MilkPrdcts,,28.62,1,28.62,Cash,Instore,29/03/2023,
TXN_1965015,CUST_03,Alan Bennett,Milk Products,Item_18_MILK,13.7,9,123.3,Digital Wallet,In-store,16/11/2024,
TXN_3738934,CUST_05,Jon French,Patissrie,,29.48,9,265.32,Credit Card,Instore,04/07/2024,FALSE
TXN_7140444,CUST_17,Kelsey Lee,Butchers,Item_12_BUT,24.13,3,72.39,Credit Card,Online,13/09/2025,TRUE
TXN_1616204,CUST_17,Melinda Brown,Bevarages,Item_0_MISC,9.66,7,105.67,Cash,In-store,23/03/2024,
TXN_7044317,CUST_48,Robert Cervantes,Patisserie,Item_10_PAT,34.77,3,105.1,Digital Wallet,In-store,11/08/2023,FALSE
TXN_8604020,CUST_38,Elizabeth Wheeler,Butchers,Item_13_BUT,11.11,8,123.55,Digital Wlt,Online,08/02/2025,TRUE
TXN_2366747,CUST_25,Felicia Saunders,Bevarages,Item_0_MISC,21.73,1,54.11,CreditCard,In-store,07/06/2023,TRUE
TXN_3385651,CUST_06,Julie Tapia,Patisserie,Item_10_PAT,10.29,6,61.74,Cash,Online,16/05/2023,FALSE
TXN_9798578,CUST_44,Michael Coffey,Patisserie,Item_10_PAT,6.79,6,40.74,Digital Wallet,Online,27/03/2024,FALSE
TXN_1027259,CUST_18,Lisa Smith,Butchers,Item_13_BUT,16.59,3,49.77,CreditCard,Onlinee,29/11/2024,TRUE
TXN_8601158,CUST_15,Timothy Nelson,Butchers,Item_12_BUT,22.43,9,138.57,Cash,Online,15/07/2025,TRUE
TXN_7517991,CUST_26,Patricia Cordova,Patissrie,Item_0_MISC,10.21,7,278.49,Digital Wlt,Onlinee,24/11/2025,TRUE
TXN_7018508,CUST_48,Jessica Kim,Patissrie,Item_0_MISC,14.24,,60.82,Digital Wlt,In-store,18/02/2024,
TXN_5226222,CUST_18,Nicole Franco,Beverages,Item_16_BEV,7.87,9,70.83,Cash,Instore,12/03/2026,TRUE
TXN_9262350,CUST_45,David Pratt,Butchers,Item_13_BUT,19.57,7,136.99,CreditCard,Onlinee,30/07/2025,
TXN_3600423,CUST_24,Lori Oconnell,Bevarages,Item_0_MISC,21.39,10,213.9,Cash,Instore,10/09/2024,FALSE
TXN_8626341,CUST_34,Allen Smith,Patissrie,Item_0_MISC,19.94,1,19.94,Cash,In-store,13/06/2023,FALSE
TXN_6623773,CUST_36,Mr. Jesse Williams,Bevarages,Item_0_MISC,31.17,4,124.68,Cash,Online,06/04/2025,
TXN_1426526,CUST_08,Elijah Acosta,Milk Products,Item_18_MILK,29.5,7,286.93,Digital Wlt,In-store,29/11/2024,TRUE
TXN_4362507,CUST_47,Michael Miranda,Bevarages,Item_0_MISC,24.01,,66.69,Cash,Onlinee,02/02/2024,TRUE
TXN_9396342,CUST_37,Julie Riley,Fod,Item_0_MISC,12.42,10,242.75,Digital Wallet,Instore,22/04/2024,TRUE
TXN_1873500,CUST_34,Michele Dunn,Bevarages,Item_0_MISC,14.02,5,70.1,Digital Wallet,In-store,20/06/2025,TRUE
TXN_6404152,CUST_04,Kim Moore,Fod,Item_0_MISC,29.69,5,142.8,Cash,Instore,25/01/2025,TRUE
TXN_2757170,CUST_14,Donald Arnold,Furniture,Item_16_FUR,27.3,9,245.7,CreditCard,Online,12/08/2024,FALSE
TXN_2361864,CUST_15,Jasmine Thompson,MilkPrdcts,Item_0_MISC,9.06,5,45.3,Credit Card,In-store,02/05/2024,FALSE
TXN_7458472,CUST_47,Amanda Walsh,Furniture,Item_17_FUR,10.79,5,53.95,Digital Wlt,Instore,14/09/2024,TRUE
TXN_4984740,CUST_04,Jennifer Tran,Furniture,Item_16_FUR,9.89,9,89.01,Cash,Onlinee,31/03/2024,FALSE
TXN_5345751,CUST_27,Paul Gaines,Beverages,Item_15_BEV,13.57,2,27.14,CreditCard,Onlinee,17/02/2025,TRUE
TXN_8658090,CUST_18,Christopher Cook,Butchers,Item_12_BUT,29.56,6,177.36,Credit Card,Online,15/04/2023,
TXN_7669525,CUST_29,Robert Escobar,MilkPrdcts,Item_0_MISC,32.4,10,324,Credit Card,Onlinee,31/07/2024,FALSE
TXN_1146935,CUST_03,Rita Johnson,Furniture,Item_17_FUR,29.8,5,149,CreditCard,Online,25/06/2025,TRUE
TXN_6067712,CUST_03,Yolanda Martin,Patisserie,Item_11_PAT,34.14,9,51.09,Digital Wallet,In-store,01/12/2024,
TXN_8888542,CUST_04,Jessica Ho,Furniture,Item_17_FUR,34.11,9,306.99,Digital Wlt,Online,28/03/2023,
TXN_9655482,CUST_01,Debra Mills,Bevarages,Item_0_MISC,7.67,2,15.34,Credit Card,Instore,27/07/2023,FALSE
TXN_4989193,CUST_40,Robin Burch,Food,Item_6_FOOD,29.88,2,26.63,Credit Card,Instore,25/11/2024,TRUE
TXN_4390930,CUST_20,Shawn Solomon,Furniture,Item_16_FUR,29.26,1,29.26,Digital Wallet,Instore,29/06/2023,TRUE
TXN_9717310,CUST_44,Karen Anderson,Milk Products,Item_17_MILK,25.95,9,233.55,Credit Card,Online,01/04/2025,TRUE
TXN_5444017,CUST_04,Brent Fox,Bevarages,Item_0_MISC,29.22,1,29.22,Digital Wallet,Online,15/02/2024,TRUE
TXN_5614827,CUST_30,Mrs. Jaime Weaver,Furniture,Item_17_FUR,26.74,,266.79,Cash,In-store,12/09/2024,TRUE
TXN_4511800,CUST_40,Jennifer Payne,MilkPrdcts,Item_0_MISC,8.2,9,73.8,Digital Wlt,Instore,24/10/2025,
TXN_6149601,CUST_05,Susan Chavez,Food,Item_1_FOOD,12.79,7,89.53,Digital Wlt,In-store,20/11/2025,TRUE
TXN_2335202,CUST_46,Anne Hensley,Furniture,Item_16_FUR,25,10,210.54,Digital Wlt,In-store,14/08/2023,TRUE
TXN_7105847,CUST_23,Kristen Bond,Butchers,Item_12_BUT,17.31,3,51.93,Cash,Online,13/05/2024,FALSE
TXN_6407766,CUST_22,Austin Edwards DDS,Milk Products,Item_18_MILK,12.02,3,36.06,Cash,Onlinee,18/12/2024,FALSE
TXN_6742077,CUST_45,Franklin Young,Furniture,Item_17_FUR,18.46,8,147.68,Cash,Instore,30/06/2025,
TXN_3634366,CUST_09,Heather Miles,Food,Item_2_FOOD,34.33,5,152.15,Digital Wallet,Instore,10/02/2026,FALSE
TXN_4978009,CUST_14,Melissa Martinez,Fod,Item_0_MISC,11.45,10,232.56,Digital Wallet,Online,25/10/2023,TRUE
TXN_5548381,CUST_07,Madison Marks,Food,Item_2_FOOD,34.22,4,136.88,Digital Wlt,Instore,27/03/2024,
TXN_1972632,CUST_25,Carla Barton,Patisserie,Item_10_PAT,28.53,5,142.65,CreditCard,Instore,25/01/2025,
TXN_9403075,CUST_12,Sandra Butler,Patisserie,Item_10_PAT,22.63,,9.82,Digital Wlt,Online,20/03/2024,FALSE
TXN_7690061,CUST_17,Joel Kennedy,Butchers,Item_12_BUT,15.83,2,31.66,Cash,Onlinee,27/07/2023,
TXN_5888607,CUST_34,Michael Johnson,Patisserie,,32.06,9,288.54,CreditCard,Instore,28/10/2023,TRUE
TXN_9121043,CUST_36,Luke James,Milk Products,Item_17_MILK,15.02,9,135.18,Digital Wallet,Onlinee,22/07/2025,
TXN_8343409,CUST_41,Savannah Gray,Furniture,Item_17_FUR,16.11,4,64.44,CreditCard,In-store,01/09/2025,
TXN_7769605,CUST_26,Anthony Daniel,Patisserie,Item_11_PAT,34.23,7,239.61,CreditCard,Instore,02/02/2024,
TXN_7208260,CUST_24,Robert Scott,Patisserie,Item_10_PAT,19.71,5,98.55,Cash,Online,15/04/2025,
TXN_3072041,CUST_12,Lauren Aguilar,Furniture,Item_17_FUR,25.02,7,188.42,Digital Wlt,Instore,10/06/2025,FALSE
TXN_8540001,CUST_35,Patricia Hensley,MilkPrdcts,Item_0_MISC,6.61,8,52.88,Credit Card,Onlinee,03/12/2024,
TXN_8659289,CUST_48,Rhonda Kelly,Fod,Item_0_MISC,26.56,3,79.68,Cash,Instore,22/03/2024,FALSE
TXN_9153851,CUST_25,Nicholas Howell,Fod,Item_0_MISC,28.97,10,289.7,Cash,Online,07/08/2023,
TXN_3685197,CUST_43,Kayla Green,Furniture,Item_17_FUR,34,5,170,Digital Wallet,Online,15/04/2023,FALSE
TXN_5549477,CUST_28,Michael Jones,MilkPrdcts,Item_0_MISC,20.09,4,262.2,Digital Wallet,Online,07/01/2025,
TXN_8262780,CUST_18,Alyssa Hunter,Patisserie,Item_11_PAT,10.88,4,43.52,Digital Wlt,Online,20/09/2024,
TXN_3807848,CUST_28,Vincent Tanner,Patisserie,,19.31,10,193.1,Digital Wlt,Online,18/10/2023,
TXN_4165529,CUST_28,Brian Garcia,MilkPrdcts,Item_0_MISC,30.41,2,60.82,Digital Wlt,Onlinee,09/10/2024,TRUE
TXN_8937391,CUST_05,Theresa Mckay,Beverages,Item_16_BEV,18.02,2,36.04,Credit Card,Instore,16/09/2024,
TXN_3988349,CUST_08,Kimberly Tyler,Milk Products,Item_18_MILK,6.97,3,20.91,CreditCard,Instore,06/02/2025,FALSE
TXN_9341936,CUST_11,Matthew Norman,MilkPrdcts,Item_0_MISC,17.1,2,34.2,Credit Card,In-store,12/11/2024,
TXN_9382813,CUST_15,Andrew Johnson,Milk Products,Item_18_MILK,8.33,7,58.31,Cash,Instore,05/04/2023,TRUE
TXN_6134489,CUST_13,Brett Rodriguez,Patisserie,Item_11_PAT,10.69,2,21.38,Digital Wlt,Instore,26/05/2023,
TXN_5015539,CUST_03,Sheila Hamilton,Patissrie,Item_0_MISC,11.79,9,106.11,CreditCard,Onlinee,08/03/2025,
TXN_2652638,CUST_33,Megan Johnson,Bevarages,Item_0_MISC,15.56,8,124.48,Digital Wlt,Instore,11/01/2024,TRUE
TXN_7482257,CUST_41,Misty Henderson,Patissrie,Item_0_MISC,10.9,2,21.8,Cash,Instore,14/02/2025,FALSE
TXN_1109684,CUST_11,Jerry Zimmerman,Furniture,Item_16_FUR,15.52,1,106,Cash,Instore,07/07/2024,
TXN_1063780,CUST_46,Michael Whitehead,Patisserie,Item_11_PAT,9.81,10,240.05,Digital Wlt,Online,25/03/2023,FALSE
TXN_4447278,CUST_40,Tamara Mcdonald,Patisserie,,9.15,8,73.2,Digital Wallet,Onlinee,19/08/2024,TRUE
TXN_1015762,CUST_37,Catherine Li,Food,Item_1_FOOD,12.44,7,87.08,Digital Wallet,Online,10/07/2023,FALSE
TXN_3680043,CUST_26,Michael Odonnell,Fod,Item_0_MISC,13.46,7,94.22,Cash,Onlinee,16/11/2023,TRUE
TXN_1584772,CUST_12,Gabrielle Rojas,Milk Products,Item_17_MILK,27.62,1,27.62,Credit Card,Online,15/04/2025,FALSE
TXN_8188191,CUST_08,Shaun Silva,Fod,Item_0_MISC,32.84,1,32.84,Credit Card,In-store,15/07/2024,TRUE
TXN_4301858,CUST_06,Valerie Sullivan,Bevarages,Item_0_MISC,9.41,4,37.64,Digital Wlt,Online,28/04/2024,TRUE
TXN_6087765,CUST_40,Pamela Beard,Food,Item_1_FOOD,11.85,6,71.1,Credit Card,In-store,20/02/2024,
TXN_5095388,CUST_16,James Roth,Food,Item_1_FOOD,15.12,2,30.24,CreditCard,Onlinee,11/02/2024,FALSE
TXN_1976111,CUST_31,Edward Smith,Furniture,Item_17_FUR,5.74,1,5.74,Cash,Online,01/02/2026,FALSE
TXN_8801524,CUST_23,Steven Pena,Fod,,23.6,7,165.2,Digital Wallet,In-store,19/10/2025,FALSE
TXN_7869719,CUST_09,Kayla Smith,Milk Products,Item_18_MILK,6.55,5,32.75,CreditCard,Instore,06/09/2024,
TXN_4243672,CUST_10,David Smith,Beverages,Item_15_BEV,5.89,10,58.9,Digital Wlt,Online,15/04/2024,FALSE
TXN_2633966,CUST_05,Crystal Wilson,Bevarages,Item_0_MISC,33.88,,181.55,CreditCard,Instore,23/05/2025,FALSE
TXN_3331453,CUST_11,Angela Calderon,Fod,Item_0_MISC,8.81,7,61.67,CreditCard,Instore,08/03/2024,FALSE
TXN_6474879,CUST_30,Laura Gilbert,Fod,Item_0_MISC,32.83,8,262.64,CreditCard,In-store,28/05/2025,TRUE
TXN_9360047,CUST_16,Theresa Francis,Food,Item_6_FOOD,23.93,,270.84,Cash,Onlinee,09/08/2024,
TXN_2915399,CUST_35,Vincent Murray,Milk Products,Item_17_MILK,7.38,8,59.04,Credit Card,Instore,20/05/2023,
TXN_4377012,CUST_19,Chad Jimenez,Patisserie,Item_10_PAT,5.11,10,51.1,Credit Card,In-store,20/12/2023,FALSE
TXN_5856303,CUST_04,Deanna Becker,Butchers,Item_13_BUT,19.52,3,58.56,Digital Wlt,Instore,14/01/2026,
TXN_3283017,CUST_33,Michael Garrison,Beverages,Item_15_BEV,,1,16.31,Digital Wlt,Onlinee,11/02/2025,TRUE
TXN_6251366,CUST_38,Cynthia Garcia,Patissrie,Item_0_MISC,21.19,1,21.19,Cash,Onlinee,17/09/2024,FALSE
